Gene ID,source_id,Product Description,Gene Type,Input ID,# Transcripts,Transcript Length,Genomic Location (Transcript),Genomic Location (Gene),Gene Name or Symbol
Tb10.v4.0220,Tb10.v4.0220:pseudogenic_transcript,"retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb10.v4.0220,1,1003,tryp_X-448g06.q1c:36829..37806(-),"tryp_X-448g06.q1c:36,829..37,831(-)",N/A
Tb10.v4.0221,Tb10.v4.0221:mRNA,hypothetical protein,protein coding,Tb10.v4.0221,1,1246,tryp_X-448g06.q1c:39658..40245(-),"tryp_X-448g06.q1c:39,658..40,903(-)",N/A
Tb10.v4.0245,Tb10.v4.0245:mRNA,hypothetical protein,protein coding,Tb10.v4.0245,1,1565,tryp_X-68d04.q1c:1464..1766(+),"tryp_X-68d04.q1c:202..1,766(+)",N/A
Tb10.v4.0246,Tb10.v4.0246:mRNA,hypothetical protein,protein coding,Tb10.v4.0246,1,1989,tryp_X-68d04.q1c:2824..4791(+),"tryp_X-68d04.q1c:2,803..4,791(+)",N/A
Tb10.v4.0247,Tb10.v4.0247:mRNA,"s-adenosyl-L-methionine-c-24-delta-sterol-methyl transferase a, putative",protein coding,Tb10.v4.0247,1,2403,tryp_X-68d04.q1c:6598..7677(+),"tryp_X-68d04.q1c:6,449..8,851(+)",N/A
Tb10.v4.0248,Tb10.v4.0248:mRNA,hypothetical protein,protein coding,Tb10.v4.0248,1,1100,tryp_X-68d04.q1c:9140..10102(+),"tryp_X-68d04.q1c:9,003..10,102(+)",N/A
Tb10.v4.0249,Tb10.v4.0249:mRNA,"Cullin family/Cullin protein neddylation domain containing protein, putative",protein coding,Tb10.v4.0249,1,3534,tryp_X-68d04.q1c:11239..14739(+),"tryp_X-68d04.q1c:11,206..14,739(+)",N/A
Tb10.v4.0250,Tb10.v4.0250:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb10.v4.0250,1,1137,tryp_X-68d04.q1c:14751..15887(-),"tryp_X-68d04.q1c:14,751..15,887(-)",N/A
Tb10.v4.0251,Tb10.v4.0251:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb10.v4.0251,1,1794,tryp_X-76f06.p1c:1298..2728(+),"tryp_X-76f06.p1c:935..2,728(+)",N/A
Tb11.01.1680.v5,Tb11.01.1680.v5.1,"polyubiquitin, putative",protein coding,Tb11.01.1680.v5,1,7042,Tb927_11_bin_v5.1:1116876..1120727(+),"Tb927_11_bin_v5.1:1,115,353..1,122,394(+)",N/A
Tb11.01.2730,Tb11.01.2730.1,"hypothetical protein, conserved",protein coding,Tb11.01.2730,1,8795,Tb927_11_v5.1:2925203..2933674(+),"Tb927_11_v5.1:2,924,995..2,933,789(+)",N/A
Tb11.01.6240,Tb11.01.6240.1,"expression site-associated gene 2 (ESAG2) protein, putative",protein coding,Tb11.01.6240,1,1383,Tb927_11_v5.1:3882546..3883913(+),"Tb927_11_v5.1:3,882,531..3,883,913(+)",N/A
Tb11.01.6241,Tb11.01.6241.1,"expression site-associated gene (ESAG) protein, putative",protein coding,Tb11.01.6241,1,1383,Tb927_11_bin_v5.1:5410298..5411665(+),"Tb927_11_bin_v5.1:5,410,283..5,411,665(+)",N/A
Tb11.01.6250,Tb11.01.6250:mRNA,"expression site-associated gene 11 (ESAG11) protein, putative",protein coding,Tb11.01.6250,1,3001,Tb927_11_v5.1:3884116..3885246(+),"Tb927_11_v5.1:3,884,100..3,887,100(+)",N/A
Tb11.01.6251,Tb11.01.6251:mRNA,"expression site-associated gene 11 (ESAG11) protein, putative",protein coding,Tb11.01.6251,1,1123,Tb927_11_bin_v5.1:5411868..5412974(+),"Tb927_11_bin_v5.1:5,411,852..5,412,974(+)",N/A
Tb11.02.5060b,Tb11.02.5060b.1,"SNF2 DNA repair protein, putative",protein coding,Tb11.02.5060b,1,3961,Tb927_11_bin_v5.1:624442..627300(-),"Tb927_11_bin_v5.1:624,382..628,342(-)",N/A
Tb11.02.5070b,Tb11.02.5070b.1,"hypothetical protein, conserved",protein coding,Tb11.02.5070b,1,1132,Tb927_11_bin_v5.1:628576..629451(-),"Tb927_11_bin_v5.1:628,368..629,499(-)",N/A
Tb11.02.5080b,Tb11.02.5080b.1,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",protein coding,Tb11.02.5080b,1,1199,Tb927_11_bin_v5.1:629758..630933(-),"Tb927_11_bin_v5.1:629,758..630,956(-)",N/A
Tb11.02.5090b,Tb11.02.5090b.1,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene",protein coding,Tb11.02.5090b,1,771,Tb927_11_bin_v5.1:634888..635643(+),"Tb927_11_bin_v5.1:634,873..635,643(+)",N/A
Tb11.02.5100b,Tb11.02.5100b.1,"hypothetical protein, conserved",protein coding,Tb11.02.5100b,1,1666,Tb927_11_bin_v5.1:635806..637467(+),"Tb927_11_bin_v5.1:635,802..637,467(+)",N/A
Tb11.02.5105b,Tb11.02.5105b.1,"hypothetical protein, conserved",protein coding,Tb11.02.5105b,1,444,Tb927_11_bin_v5.1:637655..638047(+),"Tb927_11_bin_v5.1:637,604..638,047(+)",N/A
Tb11.02.5110b,Tb11.02.5110b.1,"origin recognition complex subunit 1 (ORC1), putative",protein coding,Tb11.02.5110b,1,1340,Tb927_11_bin_v5.1:638488..639798(+),"Tb927_11_bin_v5.1:638,459..639,798(+)",N/A
Tb11.02.5120b,Tb11.02.5120b.1,"mitochondrial edited mRNA stability factor 1 subunit, putative",protein coding,Tb11.02.5120b,1,2861,Tb927_11_bin_v5.1:640028..642868(+),"Tb927_11_bin_v5.1:640,008..642,868(+)",N/A
Tb11.02.5130b,Tb11.02.5130b.1,"neurobeachin/beige protein, putative (fragment)",protein coding,Tb11.02.5130b,1,2771,Tb927_11_bin_v5.1:643127..645880(+),"Tb927_11_bin_v5.1:643,110..645,880(+)",N/A
Tb11.02.5360,Tb11.02.5360:mRNA,"hypothetical protein, conserved",protein coding,Tb11.02.5360,1,1608,Tb927_11_v5.1:2096471..2097388(+),"Tb927_11_v5.1:2,096,313..2,097,920(+)",N/A
Tb11.02.5360b,Tb11.02.5360b.1,"hypothetical protein, conserved",protein coding,Tb11.02.5360b,1,1076,Tb927_11_bin_v5.1:647229..648146(+),"Tb927_11_bin_v5.1:647,071..648,146(+)",N/A
Tb11.02.5370,Tb11.02.5370.1,"hypothetical protein, conserved",protein coding,Tb11.02.5370,1,1799,Tb927_11_v5.1:2098004..2099143(+),"Tb927_11_v5.1:2,097,609..2,099,407(+)",N/A
Tb11.02.5380,Tb11.02.5380.1,exosome complex exonuclease RRP44p homologue,protein coding,Tb11.02.5380,1,2919,Tb927_11_v5.1:2099504..2102422(+),"Tb927_11_v5.1:2,099,504..2,102,422(+)",RRP44
Tb11.02.5380b,Tb11.02.5380b.1,"exosome complex exonuclease RRP44p homologue, putative",protein coding,Tb11.02.5380b,1,2919,Tb927_11_bin_v5.1:650262..653180(+),"Tb927_11_bin_v5.1:650,262..653,180(+)",N/A
Tb11.02.5390,Tb11.02.5390:mRNA,Guide RNA binding complex protein 4,protein coding,Tb11.02.5390,1,3292,Tb927_11_v5.1:2102787..2106050(+),"Tb927_11_v5.1:2,102,759..2,106,050(+)",GRBC4
Tb11.02.5390b,Tb11.02.5390b.1,"mRNA processing protein, putative",protein coding,Tb11.02.5390b,1,3292,Tb927_11_bin_v5.1:653545..656808(+),"Tb927_11_bin_v5.1:653,517..656,808(+)",N/A
Tb11.02.5400,Tb11.02.5400:mRNA,"cystathionine beta-synthase, putative",protein coding,Tb11.02.5400,1,1212,Tb927_11_v5.1:2106718..2107806(+),"Tb927_11_v5.1:2,106,628..2,107,839(+)",N/A
Tb11.02.5400b,Tb11.02.5400b.1,"cystathionine beta-synthase, putative",protein coding,Tb11.02.5400b,1,1853,Tb927_11_bin_v5.1:657476..658564(+),"Tb927_11_bin_v5.1:657,385..659,237(+)",N/A
Tb11.02.5410,Tb11.02.5410:mRNA,"ubiquitin activating enzyme (E1) subunit Aos1, putative",protein coding,Tb11.02.5410,1,895,Tb927_11_v5.1:2109011..2109898(+),"Tb927_11_v5.1:2,109,004..2,109,898(+)",AOS1
Tb11.02.5410b,Tb11.02.5410b:mRNA,"ubiquitin activating enzyme, putative",protein coding,Tb11.02.5410b,1,895,Tb927_11_bin_v5.1:659773..660660(+),"Tb927_11_bin_v5.1:659,766..660,660(+)",N/A
Tb11.02.5420,Tb11.02.5420:mRNA,"NADPH-cytochrome p450 reductase, putative",protein coding,Tb11.02.5420,1,2194,Tb927_11_v5.1:2110781..2112676(-),"Tb927_11_v5.1:2,110,579..2,112,772(-)",CPR
Tb11.02.5420b,Tb11.02.5420b.1,"NADPH-cytochrome p450 reductase, putative",protein coding,Tb11.02.5420b,1,2783,Tb927_11_bin_v5.1:661542..663437(-),"Tb927_11_bin_v5.1:660,751..663,533(-)",N/A
Tb11.02.5430,Tb11.02.5430:mRNA,"hypothetical protein, conserved",protein coding,Tb11.02.5430,1,1296,Tb927_11_v5.1:2114083..2115315(-),"Tb927_11_v5.1:2,114,083..2,115,378(-)",N/A
Tb11.02.5430b,Tb11.02.5430b.1,"hypothetical protein, conserved",protein coding,Tb11.02.5430b,1,1296,Tb927_11_bin_v5.1:664844..666076(-),"Tb927_11_bin_v5.1:664,844..666,139(-)",N/A
Tb11.02.5440b,Tb11.02.5440b:mRNA,SUMO-interacting motif-containing protein,protein coding,Tb11.02.5440b,1,1736,Tb927_11_bin_v5.1:666553..668166(-),"Tb927_11_bin_v5.1:666,463..668,198(-)",N/A
Tb11.0290,Tb11.0290:mRNA,"chrXI additional, unordered contigs",protein coding,Tb11.0290,1,660,tryp_XI-1036e06.p1k:1755..2189(+),"tryp_XI-1036e06.p1k:1,731..2,390(+)",RPS14
Tb11.0300,Tb11.0300:mRNA,hypothetical protein,protein coding,Tb11.0300,1,785,tryp_XI-1036e06.p1k:3736..4461(+),"tryp_XI-1036e06.p1k:3,677..4,461(+)",N/A
Tb11.0310,Tb11.0310:mRNA,hypothetical protein,protein coding,Tb11.0310,1,1041,tryp_XI-1036e06.p1k:5380..6420(+),"tryp_XI-1036e06.p1k:5,380..6,420(+)",N/A
Tb11.0320,Tb11.0320:mRNA,hypothetical protein,protein coding,Tb11.0320,1,2923,tryp_XI-1036e06.p1k:7310..10111(+),"tryp_XI-1036e06.p1k:7,189..10,111(+)",N/A
Tb11.0330,Tb11.0330:mRNA,"Cornifin (SPRR) family, putative",protein coding,Tb11.0330,1,2630,tryp_XI-1036e06.p1k:11185..12996(+),"tryp_XI-1036e06.p1k:10,367..12,996(+)",N/A
Tb11.0340,Tb11.0340:mRNA,hypothetical protein,protein coding,Tb11.0340,1,1732,tryp_XI-1036e06.p1k:13376..14908(+),"tryp_XI-1036e06.p1k:13,177..14,908(+)",N/A
Tb11.0350,Tb11.0350:mRNA,hypothetical protein,protein coding,Tb11.0350,1,1769,tryp_XI-1036e06.p1k:15781..17223(+),"tryp_XI-1036e06.p1k:15,455..17,223(+)",N/A
Tb11.0360,Tb11.0360:mRNA,"chrXI additional, unordered contigs",protein coding,Tb11.0360,1,2704,tryp_XI-1036e06.p1k:18348..20240(+),"tryp_XI-1036e06.p1k:17,537..20,240(+)",N/A
Tb11.0370,Tb11.0370:mRNA,"chrXI additional, unordered contigs",protein coding,Tb11.0370,1,3589,tryp_XI-1036e06.p1k:22487..24250(+),"tryp_XI-1036e06.p1k:21,266..24,854(+)",N/A
Tb11.0380,Tb11.0380:mRNA,"chrXI additional, unordered contigs",protein coding,Tb11.0380,1,1754,tryp_XI-1036e06.p1k:25292..26986(+),"tryp_XI-1036e06.p1k:25,233..26,986(+)",N/A
Tb11.0390,Tb11.0390:mRNA,"chrXI additional, unordered contigs",protein coding,Tb11.0390,1,654,tryp_XI-1036e06.p1k:29105..29539(+),"tryp_XI-1036e06.p1k:29,081..29,734(+)",RPS14
Tb11.0400,Tb11.0400:mRNA,"P27 protein, putative",protein coding,Tb11.0400,1,1462,tryp_XI-1036e06.p1k:31081..31806(+),"tryp_XI-1036e06.p1k:31,022..32,483(+)",P27
Tb11.0410,Tb11.0410:mRNA,hypothetical protein,protein coding,Tb11.0410,1,926,tryp_XI-1036e06.p1k:32859..33764(+),"tryp_XI-1036e06.p1k:32,839..33,764(+)",N/A
Tb11.0420,Tb11.0420:mRNA,hypothetical protein,protein coding,Tb11.0420,1,1184,tryp_XI-1036e06.p1k:34657..35718(+),"tryp_XI-1036e06.p1k:34,536..35,719(+)",N/A
Tb11.0520,Tb11.0520:mRNA,"dynein light chain, putative",protein coding,Tb11.0520,1,927,tryp_XI-1084b11.p1k:1702..2526(-),"tryp_XI-1084b11.p1k:1,702..2,628(-)",N/A
Tb11.0530,Tb11.0530:mRNA,epsilon tubulin,protein coding,Tb11.0530,1,1558,tryp_XI-1084b11.p1k:2979..4442(-),"tryp_XI-1084b11.p1k:2,979..4,536(-)",N/A
Tb11.0550,Tb11.0550:mRNA,"hypothetical protein, conserved",protein coding,Tb11.0550,1,612,tryp_XI-1084b11.p1k:8382..8828(-),"tryp_XI-1084b11.p1k:8,382..8,993(-)",N/A
Tb11.0560,Tb11.0560:mRNA,"hypothetical protein, conserved",protein coding,Tb11.0560,1,4437,tryp_XI-1084b11.p1k:10026..13523(-),"tryp_XI-1084b11.p1k:9,087..13,523(-)",N/A
Tb11.0820,Tb11.0820:pseudogenic_transcript,"retrotransposon hot spot protein 4 (RHS4, pseudogene), putative",protein coding,Tb11.0820,1,5424,tryp_XI-1152c10.p2kA602:5867..8278(-),"tryp_XI-1152c10.p2kA602:5,867..11,290(-)",N/A
Tb11.0840,Tb11.0840:mRNA,hypothetical protein,protein coding,Tb11.0840,1,1235,tryp_XI-147f01.q1ca:1458..2243(+),"tryp_XI-147f01.q1ca:1,388..2,622(+)",N/A
Tb11.0845,Tb11.0845:mRNA,"dynein light chain LC8, putative",protein coding,Tb11.0845,1,1160,tryp_XI-147f01.q1ca:2781..3053(+),"tryp_XI-147f01.q1ca:2,731..3,890(+)",DYNLL2
Tb11.0850,Tb11.0850:mRNA,"SCAMP family, putative",protein coding,Tb11.0850,1,1324,tryp_XI-147f01.q1ca:4302..5351(+),"tryp_XI-147f01.q1ca:4,028..5,351(+)",N/A
Tb11.0860,Tb11.0860:mRNA,hypothetical protein,protein coding,Tb11.0860,1,1208,tryp_XI-147f01.q1ca:6675..7559(+),"tryp_XI-147f01.q1ca:6,352..7,559(+)",N/A
Tb11.0870,Tb11.0870:mRNA,hypothetical protein,protein coding,Tb11.0870,1,2133,tryp_XI-147f01.q1ca:7725..9797(+),"tryp_XI-147f01.q1ca:7,672..9,804(+)",N/A
Tb11.0880,Tb11.0880:mRNA,"chrXI additional, unordered contigs",protein coding,Tb11.0880,1,577,tryp_XI-147f01.q1ca:10200..10679(+),"tryp_XI-147f01.q1ca:10,188..10,764(+)",N/A
Tb11.0890,Tb11.0890:mRNA,"epsin, putative",protein coding,Tb11.0890,1,1764,tryp_XI-147f01.q1ca:11029..12510(+),"tryp_XI-147f01.q1ca:10,908..12,671(+)",N/A
Tb11.1040,Tb11.1040:mRNA,"variant surface glycoprotein (VSG), putative",protein coding,Tb11.1040,1,1472,tryp_XI-311f03.p2k913w:6133..7560(+),"tryp_XI-311f03.p2k913w:6,089..7,560(+)",N/A
Tb11.1110,Tb11.1110:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb11.1110,1,1834,tryp_XI-339b02.q2k2024:7415..9247(+),"tryp_XI-339b02.q2k2024:7,415..9,248(+)",N/A
Tb11.1180,Tb11.1180:pseudogenic_transcript,"variant surface glycoprotein (VSG, pseudogene), putative",protein coding,Tb11.1180,1,1836,tryp_XI-374h12.q2kA203:15116..16951(+),"tryp_XI-374h12.q2kA203:15,116..16,951(+)",N/A
Tb11.1190,Tb11.1190:mRNA,hypothetical protein,protein coding,Tb11.1190,1,10023,tryp_XI-390c04.p2kA614:531..10553(+),"tryp_XI-390c04.p2kA614:531..10,553(+)",N/A
Tb11.1200,Tb11.1200:mRNA,hypothetical protein,protein coding,Tb11.1200,1,2718,tryp_XI-390c04.p2kA614:10574..13291(+),"tryp_XI-390c04.p2kA614:10,574..13,291(+)",N/A
Tb11.1210,Tb11.1210:mRNA,hypothetical protein,protein coding,Tb11.1210,1,1773,tryp_XI-396e01.q2k3025:405..2030(+),"tryp_XI-396e01.q2k3025:405..2,177(+)",N/A
Tb11.1220,Tb11.1220:mRNA,hypothetical protein,protein coding,Tb11.1220,1,2606,tryp_XI-396e01.q2k3025:2471..3928(+),"tryp_XI-396e01.q2k3025:2,346..4,951(+)",N/A
Tb11.1230,Tb11.1230:mRNA,Component of motile flagella 16,protein coding,Tb11.1230,1,2712,tryp_XI-396e01.q2k3025:5809..8064(+),"tryp_XI-396e01.q2k3025:5,353..8,064(+)",CMF16
Tb11.1240,Tb11.1240:mRNA,"methionine aminopeptidase, type I, putative",protein coding,Tb11.1240,1,1220,tryp_XI-396e01.q2k3025:10300..11487(+),"tryp_XI-396e01.q2k3025:10,268..11,487(+)",N/A
Tb11.1300,Tb11.1300:mRNA,hypothetical protein,protein coding,Tb11.1300,1,1185,tryp_XI-431h02.p1k:12138..13322(+),"tryp_XI-431h02.p1k:12,138..13,322(+)",N/A
Tb11.1370,Tb11.1370.1,"hypothetical protein, conserved",protein coding,Tb11.1370,1,3494,Tb927_11_bin_v5.1:5130917..5132239(-),"Tb927_11_bin_v5.1:5,130,596..5,134,089(-)",N/A
Tb11.1380,Tb11.1380.1,"hypothetical protein, conserved",protein coding,Tb11.1380,1,1371,Tb927_11_bin_v5.1:5129094..5130293(-),"Tb927_11_bin_v5.1:5,129,094..5,130,464(-)",N/A
Tb11.1390,Tb11.1390.1,"hypothetical protein, conserved",protein coding,Tb11.1390,1,1872,Tb927_11_bin_v5.1:5125257..5126969(-),"Tb927_11_bin_v5.1:5,125,257..5,127,128(-)",N/A
Tb11.1400,Tb11.1400.1,"hypothetical protein, conserved (pseudogene)",protein coding,Tb11.1400,1,2336,Tb927_11_bin_v5.1:5121803..5123690(-),"Tb927_11_bin_v5.1:5,121,409..5,123,748(-)",N/A
Tb11.1410,Tb11.1410.1,"Ring finger domain containing protein, putative",protein coding,Tb11.1410,1,2697,Tb927_11_bin_v5.1:5120276..5121232(-),"Tb927_11_bin_v5.1:5,118,594..5,121,290(-)",N/A
Tb11.1420,Tb11.1420:mRNA,hypothetical protein,protein coding,Tb11.1420,1,18787,tryp_XI-476g10.q2k4126:19599..20921(+),"tryp_XI-476g10.q2k4126:2,135..20,921(+)",N/A
Tb11.15.0005,Tb11.15.0005.1,"hypothetical protein, conserved, degenerate",protein coding,Tb11.15.0005,1,1086,Tb927_11_RH_fork_v5.1:335671..336756(-),"Tb927_11_RH_fork_v5.1:335,671..336,756(-)",N/A
Tb11.15.0005b,Tb11.15.0005b.1,"hypothetical protein, conserved, degenerate",protein coding,Tb11.15.0005b,1,746,Tb927_11_bin_v5.1:1071045..1071788(+),"Tb927_11_bin_v5.1:1,071,045..1,071,790(+)",N/A
Tb11.15.0007b,Tb11.15.0007b.1,"variant surface glycoprotein (VSG), point mutation",protein coding,Tb11.15.0007b,1,1485,Tb927_11_bin_v5.1:1065630..1067114(+),"Tb927_11_bin_v5.1:1,065,630..1,067,114(+)",N/A
Tb11.15.0008,Tb11.15.0008.1,"expression site-associated gene 3 (ESAG3), degenerate and frameshifted",protein coding,Tb11.15.0008,1,1014,Tb927_11_RH_fork_v5.1:342291..343308(-),"Tb927_11_RH_fork_v5.1:342,291..343,308(-)",N/A
Tb11.1780,Tb11.1780.1,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",protein coding,Tb11.1780,1,3787,Tb927_11_bin_v5.1:5158146..5159899(-),"Tb927_11_bin_v5.1:5,158,146..5,161,937(-)",N/A
Tb11.1790,Tb11.1790.1,"retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb11.1790,1,2105,Tb927_11_bin_v5.1:5162851..5164910(-),"Tb927_11_bin_v5.1:5,162,851..5,164,960(-)",N/A
Tb11.1800,Tb11.1800:pseudogenic_transcript,"retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb11.1800,1,2707,tryp_XI-976e03.p2kA567:15671..16849(-),"tryp_XI-976e03.p2kA567:14,512..17,218(-)",N/A
Tb11.1810,Tb11.1810.1,"retrotransposon hot spot (RHS) protein, (pseudogene), putative",protein coding,Tb11.1810,1,765,tryp_XI-983f02.p1k:12278..13042(-),"tryp_XI-983f02.p1k:12,278..13,042(-)",N/A
Tb11.1810b,Tb11.1810b.1,"retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb11.1810b,1,765,Tb927_11_bin_v5.1:778515..779279(+),"Tb927_11_bin_v5.1:778,515..779,279(+)",N/A
Tb11.v5.0115,Tb11.v5.0115.1,"variant surface protein (VSG), putative",protein coding,Tb11.v5.0115,1,2168,Tb927_11_bin_v5.1:13757..14521(-),"Tb927_11_bin_v5.1:12,354..14,521(-)",N/A
Tb11.v5.0118,Tb11.v5.0118.1,"variant surface protein (VSG), putative",protein coding,Tb11.v5.0118,1,1563,Tb927_11_bin_v5.1:24893..26455(-),"Tb927_11_bin_v5.1:24,893..26,455(-)",N/A
Tb11.v5.0132,Tb11.v5.0132.1,"variant surface protein (VSG), putative",protein coding,Tb11.v5.0132,1,1803,Tb927_11_bin_v5.1:82687..84490(-),"Tb927_11_bin_v5.1:82,687..84,490(-)",N/A
Tb11.v5.0133,Tb11.v5.0133.1,"variant surface protein (VSG), putative",protein coding,Tb11.v5.0133,1,1320,Tb927_11_bin_v5.1:85747..87159(-),"Tb927_11_bin_v5.1:85,747..87,159(-)",N/A
Tb11.v5.0147,Tb11.v5.0147.1,"Calponin homology (CH) domain containing protein, putative",protein coding,Tb11.v5.0147,1,2879,Tb927_11_bin_v5.1:132973..135804(-),"Tb927_11_bin_v5.1:132,973..135,851(-)",N/A
Tb11.v5.0148,Tb11.v5.0148.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0148,1,3656,Tb927_11_bin_v5.1:136122..137489(-),"Tb927_11_bin_v5.1:136,122..139,777(-)",N/A
Tb11.v5.0149,Tb11.v5.0149.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0149,1,2710,Tb927_11_bin_v5.1:140066..142270(-),"Tb927_11_bin_v5.1:140,066..142,775(-)",N/A
Tb11.v5.0150,Tb11.v5.0150.1,J Biosynthesis Protein 2,protein coding,Tb11.v5.0150,1,4602,Tb927_11_bin_v5.1:143803..147036(-),"Tb927_11_bin_v5.1:142,443..147,044(-)",JBP2
Tb11.v5.0151,Tb11.v5.0151.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0151,1,1431,Tb927_11_bin_v5.1:148198..149127(-),"Tb927_11_bin_v5.1:147,757..149,187(-)",N/A
Tb11.v5.0152,Tb11.v5.0152.1,"ribosomal RNA processing protein 4, putative",protein coding,Tb11.v5.0152,1,9013,Tb927_11_bin_v5.1:149361..150353(-),"Tb927_11_bin_v5.1:149,312..158,324(-)",N/A
Tb11.v5.0153,Tb11.v5.0153.1,"BarP protein, putative",protein coding,Tb11.v5.0153,1,3100,Tb927_11_bin_v5.1:159121..160080(-),"Tb927_11_bin_v5.1:157,405..160,504(-)",N/A
Tb11.v5.0154,Tb11.v5.0154.1,"WD domain, G-beta repeat, putative",protein coding,Tb11.v5.0154,1,3563,Tb927_11_bin_v5.1:161952..164048(-),"Tb927_11_bin_v5.1:160,623..164,185(-)",N/A
Tb11.v5.0155,Tb11.v5.0155.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0155,1,2244,Tb927_11_bin_v5.1:165754..166470(-),"Tb927_11_bin_v5.1:164,304..166,547(-)",N/A
Tb11.v5.0156,Tb11.v5.0156.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0156,1,1918,Tb927_11_bin_v5.1:169105..170397(-),"Tb927_11_bin_v5.1:168,512..170,429(-)",N/A
Tb11.v5.0157,Tb11.v5.0157.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0157,1,1183,Tb927_11_bin_v5.1:171143..172138(-),"Tb927_11_bin_v5.1:171,143..172,325(-)",N/A
Tb11.v5.0158,Tb11.v5.0158.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0158,1,1447,Tb927_11_bin_v5.1:172854..174095(-),"Tb927_11_bin_v5.1:172,736..174,182(-)",N/A
Tb11.v5.0159,Tb11.v5.0159.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0159,1,1674,Tb927_11_bin_v5.1:174499..175980(-),"Tb927_11_bin_v5.1:174,499..176,172(-)",N/A
Tb11.v5.0160,Tb11.v5.0160.1,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",protein coding,Tb11.v5.0160,1,650,Tb927_11_bin_v5.1:176436..177032(-),"Tb927_11_bin_v5.1:176,436..177,085(-)",N/A
Tb11.v5.0161,Tb11.v5.0161.1,"conserved hypothetical protein, putative",protein coding,Tb11.v5.0161,1,650,Tb927_11_bin_v5.1:177567..178049(-),"Tb927_11_bin_v5.1:177,567..178,216(-)",N/A
Tb11.v5.0162,Tb11.v5.0162.1,proteasome beta 6 subunit,protein coding,Tb11.v5.0162,1,968,Tb927_11_bin_v5.1:178762..179538(-),"Tb927_11_bin_v5.1:178,625..179,592(-)",N/A
Tb11.v5.0163,Tb11.v5.0163.1,"HD domain containing protein, putative",protein coding,Tb11.v5.0163,1,2267,Tb927_11_bin_v5.1:180508..181884(-),"Tb927_11_bin_v5.1:179,692..181,958(-)",N/A
Tb11.v5.0164,Tb11.v5.0164.1,"Trm112p-like protein, putative",protein coding,Tb11.v5.0164,1,474,Tb927_11_bin_v5.1:182443..182916(-),"Tb927_11_bin_v5.1:182,443..182,916(-)",N/A
Tb11.v5.0165,Tb11.v5.0165.1,"kinesin, putative",protein coding,Tb11.v5.0165,1,1659,Tb927_11_bin_v5.1:183097..184647(-),"Tb927_11_bin_v5.1:183,097..184,755(-)",N/A
Tb11.v5.0166,Tb11.v5.0166.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0166,1,1992,Tb927_11_bin_v5.1:185920..186924(-),"Tb927_11_bin_v5.1:184,951..186,942(-)",N/A
Tb11.v5.0167,Tb11.v5.0167.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0167,1,986,Tb927_11_bin_v5.1:187340..188026(-),"Tb927_11_bin_v5.1:187,078..188,063(-)",N/A
Tb11.v5.0168,Tb11.v5.0168.1,"FHA domain containing protein, putative",protein coding,Tb11.v5.0168,1,1023,Tb927_11_bin_v5.1:189596..190615(-),"Tb927_11_bin_v5.1:189,596..190,618(-)",N/A
Tb11.v5.0170,Tb11.v5.0170.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0170,1,4889,Tb927_11_bin_v5.1:194012..196573(-),"Tb927_11_bin_v5.1:192,428..197,316(-)",N/A
Tb11.v5.0171,Tb11.v5.0171.1,"5'-3' exonuclease XRNA, putative",protein coding,Tb11.v5.0171,1,8285,Tb927_11_bin_v5.1:200394..204650(-),"Tb927_11_bin_v5.1:198,145..206,429(-)",N/A
Tb11.v5.0172,Tb11.v5.0172.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0172,1,1132,Tb927_11_bin_v5.1:206852..207961(-),"Tb927_11_bin_v5.1:206,852..207,983(-)",N/A
Tb11.v5.0173,Tb11.v5.0173.1,"hypothetical protein, conserved",protein coding,Tb11.v5.0173,1,3904,Tb927_11_bin_v5.1:208959..211181(-),"Tb927_11_bin_v5.1:208,120..212,023(-)",N/A
