"","howick_p_val","howick_avg_log2FC","howick_pct.1","howick_pct.2","howick_p_val_adj","hutchinson_p_val","hutchinson_avg_log2FC","hutchinson_pct.1","hutchinson_pct.2","hutchinson_p_val_adj","max_pval","minimump_p_val","gene_id","prod_desc","gene_name"
"Tb927.10.2190",7.58453081921087e-09,1.2528942923684,0.222,0.036,7.05209675570227e-05,4.61762444818406e-11,1.00174696390504,0.335,0.149,4.29346721192154e-07,7.58453081921087e-09,9.23524889615488e-11,"Tb927.10.2190","Protein of unknown function (DUF667), putative","N/A"
"Tb927.9.9750",4.99137331810148e-11,2.2470369004593,0.222,0.02,4.64097891117075e-07,5.50059333601176e-06,0.359504344138016,0.188,0.084,0.0511445168382373,5.50059333601176e-06,9.98274663595381e-11,"Tb927.9.9750","membrane- trafficking protein, putative","N/A"
"Tb927.9.12290",5.37158765010316e-11,2.05968690614487,0.341,0.075,4.99450219706592e-07,1.48540462179473e-09,0.674213222778812,0.282,0.122,1.38112921734474e-05,1.48540462179473e-09,1.07431752999177e-10,"Tb927.9.12290","Peroxin 19","PEX19"
"Tb927.2.4480",5.11160140305458e-05,1.69393771808433,0.163,0.043,0.475276698456015,5.75648531615381e-11,0.581800219779239,0.224,0.076,5.35238004695981e-07,5.11160140305458e-05,1.15129706319762e-10,"Tb927.2.4480","hypothetical protein, conserved","N/A"
"Tb927.7.2170",4.81007016003048e-05,0.34290286453362,0.119,0.02,0.447240323479634,5.80238969289188e-11,0.443961662150485,0.2,0.064,5.39506193645087e-07,4.81007016003048e-05,1.16047793854471e-10,"Tb927.7.2170","Nucleolar protein 168","NOP168"
"Tb927.8.6050",6.61280950694674e-10,1.6031485631303,0.289,0.059,6.14859027955908e-06,6.41461794675617e-11,0.571543773571844,0.206,0.068,5.96431176689389e-07,6.61280950694674e-10,1.28292358931009e-10,"Tb927.8.6050","hypothetical protein, conserved","N/A"
"Tb927.10.1410",1.21754224893569e-09,1.64662099468412,0.207,0.024,1.13207078306041e-05,6.48280733363409e-11,0.371554666952557,0.118,0.026,6.02771425881298e-07,1.21754224893569e-09,1.29656146668479e-10,"Tb927.10.1410","hypothetical protein, conserved","N/A"
"Tb927.6.2560",7.44294224725479e-11,1.74052995241302,0.259,0.036,6.92044770149751e-07,4.08158520648256e-10,0.504915952501006,0.2,0.068,3.79505792498748e-06,4.08158520648256e-10,1.48858844939556e-10,"Tb927.6.2560","hypothetical protein, conserved","N/A"
"Tb927.5.4320",1.34442906191023e-05,0.416848158102447,0.178,0.043,0.125005014176413,7.73345687157511e-11,0.338752789330164,0.141,0.036,7.19056819919054e-07,1.34442906191023e-05,1.54669137425521e-10,"Tb927.5.4320","Pre-mRNA polyadenylation factor FIP1","FIP1"
"Tb927.7.4360",0.000336914763946826,0.387494796512386,0.141,0.04,1,7.74837256011507e-11,0.371058796605711,0.176,0.053,7.204436806395e-07,0.000336914763946826,1.54967451196297e-10,"Tb927.7.4360","hypothetical protein, conserved","N/A"
"Tb927.10.12460",7.59921388561683e-08,0.795321628284612,0.244,0.055,0.000706574907084653,8.30179782499766e-11,0.396363668996778,0.188,0.059,7.71901161768282e-07,7.59921388561683e-08,1.66035956493061e-10,"Tb927.10.12460","Zinc finger, C3HC4 type (RING finger), putative","N/A"
"Tb927.8.4210",1.7145717258954e-07,0.329727729666618,0.259,0.063,0.00159420879073754,8.87556964493054e-11,1.0532398132677,0.418,0.217,8.25250465585642e-07,1.7145717258954e-07,1.77511392890733e-10,"Tb927.8.4210","basal body component, putative","BBP46"
"Tb927.10.2490",4.64683942230358e-08,1.65635730173417,0.252,0.055,0.000432063129485787,9.67824013693636e-11,0.501269698144404,0.218,0.074,8.99882767932343e-07,4.64683942230358e-08,1.9356480272936e-10,"Tb927.10.2490","glucose-6-phosphate 1-dehydrogenase","G6PD"
"Tb927.10.13820",1.48159242823554e-05,1.14570650374677,0.2,0.059,0.137758463977341,1.05634102476614e-10,0.424056516699507,0.147,0.039,9.82185884827553e-07,1.48159242823554e-05,2.11268204942068e-10,"Tb927.10.13820","Mitochondrial SSU ribosomal protein, putative","N/A"
"Tb927.11.1730",0.000561802943484554,0.451301190176478,0.148,0.047,1,1.11406263719342e-10,0.418103534316336,0.147,0.039,1.03585544006244e-06,0.000561802943484554,2.22812527426272e-10,"Tb927.11.1730","hypothetical protein","N/A"
"Tb927.9.15010",7.7053574620158e-07,1.80923754958316,0.281,0.091,0.00716444136818229,1.14256242411273e-10,0.486943532141247,0.182,0.056,1.06235454194001e-06,7.7053574620158e-07,2.2851248480949e-10,"Tb927.9.15010","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative","N/A"
"Tb927.6.5020",6.80512210245948e-06,0.785671348889036,0.207,0.055,0.0632740253086682,1.18924507418086e-10,4.14011271812027,0.759,0.596,1.10576006997336e-06,6.80512210245948e-06,2.37849014822028e-10,"Tb927.6.5020","cyclin 7, putative","CYC7"
"Tb927.11.1500",1.71006980391692e-05,0.408629081529913,0.119,0.016,0.159002290368195,1.37938162759943e-10,0.344571078230221,0.165,0.047,1.28254903734195e-06,1.71006980391692e-05,2.75876325500859e-10,"Tb927.11.1500","leucine-rich repeat protein (LRRP), putative, (fragment)","N/A"
"Tb927.4.520",1.434930366995e-10,2.28892723697959,0.244,0.032,1.33419825523195e-06,3.74563354967386e-09,0.31401717850456,0.229,0.089,3.48269007448675e-05,3.74563354967386e-09,2.86986073378409e-10,"Tb927.4.520","hypothetical protein, conserved","N/A"
"Tb927.3.3660",9.81911040938027e-10,4.21807794688381,0.178,0.012,9.12980885864178e-06,1.45338298268666e-10,0.3681252274038,0.106,0.022,1.35135549730205e-06,9.81911040938027e-10,2.90676596516207e-10,"Tb927.3.3660","NADH-ubiquinone oxidoreductase complex I subunit, putative","N/A"
"Tb927.2.2380",2.93531449175727e-10,1.47520895348172,0.237,0.032,2.72925541443591e-06,1.47034085763968e-10,0.444329693359124,0.147,0.039,1.36712292943338e-06,2.93531449175727e-10,2.94068171506317e-10,"Tb927.2.2380","glycosyltransferase (GlcNAc), putative","N/A"
"Tb927.7.2400",1.5248210118525e-10,0.861647790485904,0.259,0.04,1.41777857682046e-06,9.26506920456268e-09,0.385930084626601,0.176,0.061,8.61466134640238e-05,9.26506920456268e-09,3.0496420234725e-10,"Tb927.7.2400","tyrosyl-tRNA synthetase, putative","N/A"
"Tb927.9.12820",6.1490713333852e-08,0.80713827363011,0.237,0.047,0.000571740652578156,1.52861130415499e-10,0.399404126043083,0.253,0.096,1.42130279060331e-06,6.1490713333852e-08,3.0572226080763e-10,"Tb927.9.12820","dynein light chain, putative","N/A"
"Tb927.7.320",1.57105911293745e-10,1.05344055148367,0.252,0.036,1.46077076320924e-06,1.11446703220036e-07,0.348189548999192,0.106,0.029,0.0010362314465399,1.11446703220036e-07,3.14211822562807e-10,"Tb927.7.320","RNA-binding protein 8","RBP8"
"Tb927.11.12680",1.66657806673416e-10,1.76470802596984,0.267,0.043,1.54958428644942e-06,2.50585485388544e-08,0.475429252414404,0.229,0.097,0.000232994384314268,2.50585485388544e-08,3.33315613319056e-10,"Tb927.11.12680","prefoldin subunit 2, putative","N/A"
"Tb927.10.10640",1.70352267558046e-10,3.4704996075835,0.267,0.043,1.58393538375471e-06,0.000275703876106589,0.282356044774642,0.124,0.055,1,0.000275703876106589,3.40704535087072e-10,"Tb927.10.10640","hypothetical protein, conserved","N/A"
"Tb927.3.2440",1.74376993323472e-10,0.721772589667935,0.378,0.099,1.62135728392164e-06,3.20499571827556e-06,0.269279879773327,0.224,0.106,0.0298000501885262,3.20499571827556e-06,3.48753986616535e-10,"Tb927.3.2440","AGC essential kinase 1","AEK1"
"Tb927.3.4000",1.86852368597964e-10,1.25864356228398,0.333,0.079,1.73735332322386e-06,3.19455818157542e-06,0.650026492794484,0.306,0.17,0.0297030019722882,3.19455818157542e-06,3.73704737161012e-10,"Tb927.3.4000","clathrin coat assembly protein ap19, putative","N/A"
"Tb927.8.8220",1.42987761809339e-05,1.55166185229172,0.17,0.04,0.132950020930323,1.891826948627e-10,0.777558399104509,0.341,0.159,1.75902069683339e-06,1.42987761809339e-05,3.7836538968961e-10,"Tb927.8.8220","amino acid transporter, putative","N/A"
"Tb927.8.7710",1.72667942475215e-09,1.21006897720596,0.244,0.04,1.60546652913455e-05,2.66078668771792e-10,0.669867934516085,0.306,0.132,2.47399946224012e-06,1.72667942475215e-09,5.32157337472784e-10,"Tb927.8.7710","hypothetical protein, conserved","N/A"
"Tb927.1.470",3.21254216452795e-05,0.810936915558141,0.23,0.075,0.298702170457809,3.31829186761467e-10,0.422536177574467,0.165,0.049,3.08534777850812e-06,3.21254216452795e-05,6.63658373412823e-10,"Tb927.1.470","Protein of unknown function (DUF1181), putative","N/A"
"Tb927.4.2030",5.55264601231305e-09,0.958909268619628,0.23,0.04,5.16285026224868e-05,3.34173209977182e-10,0.827120801735829,0.353,0.174,3.10714250636784e-06,5.55264601231305e-09,6.6834641984269e-10,"Tb927.4.2030","DNA/RNA-binding protein Alba 4","ALBA4"
"Tb927.11.11010",2.49964501057421e-07,0.791951088936486,0.252,0.063,0.0023241699308319,4.03845587136239e-10,0.613301305236036,0.306,0.135,3.75495626919275e-06,2.49964501057421e-07,8.07691174109384e-10,"Tb927.11.11010","hypothetical protein, conserved","N/A"
"Tb927.10.12930",5.01001806782068e-09,0.810015845928724,0.244,0.043,4.65831479945967e-05,4.24160114130729e-10,0.330323025174238,0.171,0.052,3.94384074118751e-06,5.01001806782068e-09,8.48320228081545e-10,"Tb927.10.12930","hypothetical protein, conserved","N/A"
"Tb927.11.2610",1.51858604536614e-07,0.49144278084937,0.43,0.174,0.00141198130498143,4.34131565436886e-10,1.5852263962534,0.447,0.248,4.03655529543216e-06,1.51858604536614e-07,8.68263130685301e-10,"Tb927.11.2610","hypothetical protein, conserved","N/A"
"Tb927.2.2580",0.00036007552119688,2.25815245860036,0.17,0.055,1,6.24054503262997e-10,0.334954921449855,0.2,0.068,5.80245877133934e-06,0.00036007552119688,1.24810900613655e-09,"Tb927.2.2580","hypothetical protein, conserved","N/A"
"Tb927.11.5140",6.4858628373309e-10,1.51483699022533,0.23,0.032,6.03055526615027e-06,1.33972325254386e-09,0.385536593038399,0.153,0.046,1.24567468021528e-05,1.33972325254386e-09,1.29717256704551e-09,"Tb927.11.5140","ubiquitin carboxyl-terminal hydrolase, putative","N/A"
"Tb927.9.12160",2.3285620314544e-08,0.866763376316513,0.319,0.091,0.00021650969768463,6.65108450469681e-10,0.332315753748798,0.176,0.056,6.18417837246709e-06,2.3285620314544e-08,1.33021690049699e-09,"Tb927.9.12160","hypothetical protein, conserved","N/A"
"Tb927.9.8680",6.77419776723053e-10,2.14000555220812,0.222,0.028,6.29864908397095e-06,4.83172985322706e-08,0.251973212058723,0.124,0.036,0.000449254241753052,4.83172985322706e-08,1.35483955298721e-09,"Tb927.9.8680","cytochrome c oxidase assembly factor, putative","N/A"
"Tb927.10.7190",6.51192564394641e-06,0.319719772258477,0.185,0.043,0.0605478846374137,6.93613401362084e-10,0.323043430131771,0.188,0.062,6.44921740586466e-06,6.51192564394641e-06,1.38722680224307e-09,"Tb927.10.7190","D-tyrosyl-tRNA deacylase, putative","N/A"
"Tb927.10.12810",7.10848771529998e-06,1.20607727541765,0.267,0.091,0.0660947187768592,7.09688822553375e-10,0.436764885738296,0.235,0.09,6.59868667210128e-06,7.10848771529998e-06,1.41937764460309e-09,"Tb927.10.12810","cholinephosphate cytidylyltransferase A, putative","N/A"
"Tb927.1.530",0.000670891210330892,1.42721696233757,0.133,0.04,1,7.14760809489112e-10,0.298256197881729,0.147,0.041,6.64584600662976e-06,0.000670891210330892,1.42952161846734e-09,"Tb927.1.530","hypothetical protein, conserved","N/A"
"Tb927.10.12090",7.49588438761977e-10,2.14352615471585,0.244,0.036,6.96967330360886e-06,0.000384629601281421,0.409040605362464,0.135,0.064,1,0.000384629601281421,1.49917687696207e-09,"Tb927.10.12090","RNA-binding protein, putative","RBP7A"
"Tb927.9.8450",1.10523298360772e-09,1.91873590360715,0.296,0.067,1.02764562815846e-05,7.5082857142222e-10,0.432219540611244,0.182,0.059,6.9812040570838e-06,1.10523298360772e-09,1.50165714228069e-09,"Tb927.9.8450","UMP/CMP kinase","ADKG"
"Tb927.7.2780",7.77625997126736e-10,1.29003872974672,0.319,0.083,7.23036652128439e-06,9.71869964603736e-06,0.384012576135074,0.194,0.091,0.0903644693088554,9.71869964603736e-06,1.55525199364877e-09,"Tb927.7.2780","hypothetical protein, conserved","XAC1"
"Tb927.11.14120",1.12213588217806e-06,0.735863711718829,0.222,0.055,0.0104336194324916,9.04447023322491e-10,0.61373881670284,0.2,0.069,8.40954842285252e-06,1.12213588217806e-06,1.80889404582695e-09,"Tb927.11.14120","phenylalanyl-tRNA synthetase alpha chain, putative","N/A"
"Tb927.9.5170",0.00017027355068134,0.659410434268676,0.119,0.024,1,9.21001188424582e-10,0.308848438212534,0.159,0.047,8.56346904997176e-06,0.00017027355068134,1.84200237600092e-09,"Tb927.9.5170","phosphomevalonate kinase protein, putative","N/A"
"Tb927.3.2920",9.25186703810589e-09,5.21437705910104,0.17,0.016,8.60238597203086e-05,1.21372518011755e-09,0.461456147264139,0.241,0.094,1.12852167247329e-05,9.25186703810589e-09,2.42745035876196e-09,"Tb927.3.2920","hypothetical protein, conserved","N/A"
"Tb927.11.11620",1.26166618958264e-09,2.54177536117552,0.244,0.04,1.17309722307394e-05,7.50986014520889e-05,0.567141817759384,0.135,0.058,0.698266796301522,7.50986014520889e-05,2.52333237757348e-09,"Tb927.11.11620","hypothetical protein, conserved","N/A"
"Tb927.9.9300",4.44408198505853e-05,1.79394990279638,0.17,0.047,0.413210742970742,1.45693119113516e-09,0.368636901332288,0.182,0.061,1.35465462151747e-05,4.44408198505853e-05,2.91386238014766e-09,"Tb927.9.9300","hypothetical protein, conserved","N/A"
"Tb927.11.15590",1.54818910288848e-08,2.55699054974725,0.207,0.032,0.000143950622786571,1.58822375690214e-09,0.361204196833391,0.147,0.043,1.47673044916761e-05,1.54818910288848e-08,3.17644751128183e-09,"Tb927.11.15590","hypothetical protein, conserved","N/A"
"Tb927.9.5590",1.67010614827862e-09,1.50131183789554,0.333,0.083,1.55286469666947e-05,7.31806594586295e-07,0.449545741788277,0.176,0.072,0.00680433771646337,7.31806594586295e-07,3.34021229376799e-09,"Tb927.9.5590","DNA topoisomerase ii","TOP2"
"Tb927.9.9990",1.16012219240914e-06,0.945530721316582,0.348,0.142,0.0107868161450202,1.87861995196593e-09,0.532457284914995,0.212,0.078,1.74674083133793e-05,1.16012219240914e-06,3.75723990040265e-09,"Tb927.9.9990","kinetoplastid-specific dual specificity phosphatase, putative","N/A"
"Tb927.6.2590",3.07666436967314e-05,0.680415905239937,0.156,0.036,0.286068253092208,1.97966278698753e-09,0.268433532206629,0.159,0.048,1.840690459341e-05,3.07666436967314e-05,3.95932557005598e-09,"Tb927.6.2590","hypothetical protein, conserved","N/A"
"Tb927.1.570",1.67882267110921e-07,2.25794786655583,0.17,0.024,0.00156096931959734,2.21313660268714e-09,3.97881035321402,0.235,0.093,2.05777441317851e-05,1.67882267110921e-07,4.42627320047631e-09,"Tb927.1.570","Histone-lysine N-methyltransferase, H3 lysine-76 specific","DOT1B"
"Tb927.2.4750",2.12357365787162e-05,0.984675087207792,0.126,0.02,0.197449878708903,2.2505844678311e-09,0.635040328312648,0.212,0.079,2.09259343818936e-05,2.12357365787162e-05,4.50116893059707e-09,"Tb927.2.4750","hypothetical protein, conserved","N/A"
"Tb927.10.2500",2.2881526876387e-09,1.2154232014898,0.185,0.016,2.12752436896646e-05,1.20464515947988e-08,0.585580932117843,0.135,0.04,0.00011200790692844,1.20464515947988e-08,4.57630537004174e-09,"Tb927.10.2500","hypothetical protein, conserved","N/A"
"Tb927.7.610",0.000131575150083519,0.702426491645358,0.119,0.024,1,2.31827521184864e-09,0.886803140145034,0.153,0.046,2.15553229197687e-05,0.000131575150083519,4.63655041832288e-09,"Tb927.7.610","mitochondrial DNA ligase homolog, LIG k-alpha","N/A"
"Tb927.3.780",1.08625757860934e-06,1.14881620361336,0.289,0.095,0.0101000229659096,2.39233196345815e-09,0.503262442744044,0.194,0.069,2.22439025962339e-05,1.08625757860934e-06,4.78466392119304e-09,"Tb927.3.780","proteasome alpha 7 subunit","TbPSA7"
"Tb927.6.2510",2.64976357456447e-09,1.0263336451059,0.2,0.024,2.46375017163004e-05,6.00813451555373e-06,0.5480545627606,0.135,0.052,0.0558636347256186,6.00813451555373e-06,5.29952714210768e-09,"Tb927.6.2510","Succinate dehydrogenase assembly factor 2, mitochondrial","SDHAF2"
"Tb927.11.7790",2.8661115617505e-09,1.32613523185522,0.356,0.095,2.66491053011562e-05,2.30212605256273e-07,0.387058528209609,0.147,0.051,0.00214051680367283,2.30212605256273e-07,5.7322231152864e-09,"Tb927.11.7790","Mitochondrial ribosomal protein S16","MRPS16"
"Tb927.10.14870",3.5663756615898e-05,2.06317128222454,0.215,0.067,0.33160160901462,3.18116704943595e-09,0.254807505428789,0.124,0.032,2.95784912256554e-05,3.5663756615898e-05,6.36233408875207e-09,"Tb927.10.14870","hypothetical protein, conserved","N/A"
"Tb927.11.1890",3.31975880767759e-09,1.41121010399269,0.304,0.075,3.08671173937862e-05,2.00538780337349e-08,0.311113437367109,0.165,0.056,0.000186460957957667,2.00538780337349e-08,6.63951760433436e-09,"Tb927.11.1890","Serine-threonine kinase receptor-associated protein, putative","STRAP"
"Tb927.9.11600",3.79987900890465e-09,1.48544169525673,0.363,0.107,3.53312750247954e-05,3.62216001095794e-08,1.59929167014613,0.476,0.289,0.000336788437818869,3.62216001095794e-08,7.59975800337021e-09,"Tb927.9.11600","glycosomal membrane protein","GIM5B"
"Tb927.10.4980",4.36911822551739e-09,1.1162356998281,0.311,0.079,4.06240612608607e-05,9.19214059355634e-08,0.341452050081103,0.218,0.091,0.000854685232388868,9.19214059355634e-08,8.73823643194555e-09,"Tb927.10.4980","ubiquitin-like protein DSK2, putative","DSK2"
"Tb927.8.1700",7.62915977839059e-06,2.10959856115357,0.252,0.083,0.0709359276194757,4.51942055708721e-09,0.256710465724369,0.124,0.033,4.20215723397969e-05,7.62915977839059e-06,9.03884109374925e-09,"Tb927.8.1700","hypothetical protein, conserved","N/A"
"Tb927.2.5120",7.06063919953919e-08,0.449279945059907,0.281,0.075,0.000656498232773154,4.60069015816257e-09,0.61311025638639,0.153,0.047,4.27772170905956e-05,7.06063919953919e-08,9.20138029515878e-09,"Tb927.2.5120","Vesicle-associated membrane protein 7","VAMP7"
"Tb927.8.2100",1.15981428070203e-07,1.21388206537814,0.222,0.047,0.00107839531819675,4.86734222095523e-09,0.483517497260641,0.224,0.087,4.52565479704417e-05,1.15981428070203e-07,9.73468441821942e-09,"Tb927.8.2100","vacuolar ATP synthase 16 kDa proteolipid subunit, putative","N/A"
"Tb927.8.4380",1.69642167623114e-05,0.573785401099289,0.215,0.067,0.157733287455971,5.35831742393712e-09,0.40466430048351,0.253,0.106,4.98216354077674e-05,1.69642167623114e-05,1.07166348191627e-08,"Tb927.8.4380","Archaic translocase of outer membrane 12 kDa subunit","ATOM12"
"Tb927.4.2170",5.50652445200557e-09,2.91101659413573,0.178,0.016,5.11996643547478e-05,4.88912640884712e-06,0.26819326684634,0.141,0.054,0.0454590973494605,4.88912640884712e-06,1.10130488736893e-08,"Tb927.4.2170","hypothetical protein, conserved","N/A"
"Tb927.4.2220",3.38903705317288e-07,0.795104735804953,0.23,0.055,0.00315112665204014,5.89172011490857e-09,0.446281669671439,0.435,0.249,5.47812136284199e-05,3.38903705317288e-07,1.17834401951047e-08,"Tb927.4.2220","TPR-repeat-containing chaperone protein DNAJ, putative","J51"
"Tb927.5.1460",8.37754646725115e-05,0.681788747776324,0.178,0.055,0.778944270525011,7.3232207341515e-09,0.377252589363745,0.141,0.042,6.80913063861407e-05,8.37754646725115e-05,1.46464414146734e-08,"Tb927.5.1460","Possible lysine decarboxylase, putative","N/A"
"Tb927.11.16830",0.000278721121734562,0.385385697411833,0.104,0.02,1,7.85846461357665e-09,0.536202626868333,0.265,0.113,7.30680039770357e-05,0.000278721121734562,1.57169291653978e-08,"Tb927.11.16830","Rab-like 5, small G protein","RABL5"
"Tb927.11.7100",0.00014524530460211,0.351473538233363,0.163,0.047,1,7.91476296758026e-09,0.306815891834411,0.129,0.036,7.35914660725613e-05,0.00014524530460211,1.5829525872517e-08,"Tb927.11.7100","cytoplasmic translation machinery associated protein, putative","N/A"
"Tb927.6.1260",2.54848123192647e-05,0.830257302459374,0.148,0.032,0.236957784944523,9.02959779869772e-09,0.413479658886007,0.247,0.103,8.39572003322914e-05,2.54848123192647e-05,1.80591955158618e-08,"Tb927.6.1260","proteasome beta-1 subunit, putative","PSB1"
"Tb927.9.12140",1.33679639999711e-07,1.21649829254981,0.193,0.032,0.00124295329271731,9.17943612541724e-09,0.270540574158298,0.147,0.045,8.53503970941295e-05,1.33679639999711e-07,1.83588721665724e-08,"Tb927.9.12140","mitochondrial carrier protein","MCP1"
"Tb927.9.12960",3.43264100359331e-05,1.65618251835304,0.163,0.04,0.319166960514106,9.6036747204758e-09,0.31833405421919,0.159,0.051,8.9294967550984e-05,3.43264100359331e-05,1.9207349348721e-08,"Tb927.9.12960","transporter, putative","N/A"
"Tb927.11.9930",9.68756993160064e-09,0.589356199584333,0.267,0.059,9.00750252240227e-05,4.99605394973221e-06,0.256537789896772,0.118,0.041,0.0464533096246101,4.99605394973221e-06,1.93751397693522e-08,"Tb927.11.9930","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative","NIDM"
"Tb927.7.4290",9.83261850863526e-09,1.42177404609667,0.252,0.051,9.14236868932906e-05,5.40685721051265e-08,0.572647270474484,0.212,0.085,0.000502729583433466,5.40685721051265e-08,1.96652369205901e-08,"Tb927.7.4290","Nuclear distribution protein C homolog","NUDC1"
"Tb927.11.1360",0.000681365400915132,0.607825296970291,0.133,0.04,1,1.43616106907822e-08,0.268384443226745,0.218,0.085,0.000133534256202893,0.000681365400915132,2.87232211753085e-08,"Tb927.11.1360","zinc-finger of a C2HC-type, putative","TZP62.5"
"Tb927.9.6940",1.50803121481236e-08,1.36050583653117,0.237,0.043,0.000140216742353254,6.18468140445295e-08,0.566014087312261,0.276,0.128,0.000575051676986035,6.18468140445295e-08,3.01606240688314e-08,"Tb927.9.6940","DNA topoisomerase type IB small subunit","N/A"
"Tb927.11.8260",6.53582283760631e-06,1.09008297403447,0.193,0.047,0.0607700807440635,1.56843830795085e-08,0.633919106859481,0.194,0.073,0.00014583339387327,6.53582283760631e-06,3.13687659130171e-08,"Tb927.11.8260","carbonic anhydrase-like protein","N/A"
"Tb927.7.5880",0.00067324479509733,1.00590328693755,0.141,0.043,1,1.58292334486667e-08,0.271319610145588,0.147,0.046,0.000147180212605703,0.00067324479509733,3.16584666467688e-08,"Tb927.7.5880","cis-prenyltransferase-like protein","N/A"
"Tb927.11.9600",1.78135079192664e-08,0.518930232985659,0.244,0.047,0.000165629996633339,1.12067321692691e-07,0.279608979152611,0.124,0.037,0.00104200195709864,1.12067321692691e-07,3.56270155212117e-08,"Tb927.11.9600","hypothetical protein, conserved","N/A"
"Tb927.10.13910",3.08109949892072e-06,3.28937313337459,0.207,0.055,0.0286480631409649,1.85238316983174e-08,0.416515775900314,0.159,0.053,0.000172234587130955,3.08109949892072e-06,3.70476630535024e-08,"Tb927.10.13910","hypothetical protein, conserved","N/A"
"Tb927.11.14110",3.78322369682339e-06,2.01433526972961,0.119,0.012,0.0351764139330639,1.86093436456842e-08,0.549220638838264,0.129,0.037,0.000173029677217572,3.78322369682339e-06,3.72186869450608e-08,"Tb927.11.14110","TFIIH basal transcription factor subunit","TSP2"
"Tb927.9.6380",2.69578409434978e-08,0.273843727535107,0.259,0.059,0.000250654005092643,1.87677282733178e-08,0.560317734367184,0.235,0.099,0.000174502337485309,2.69578409434978e-08,3.75354561944079e-08,"Tb927.9.6380","hypothetical protein, conserved","N/A"
"Tb927.11.6340",2.03523986017756e-08,0.693659418558845,0.23,0.043,0.00018923660219931,3.0097533949788e-07,0.48819603069874,0.194,0.081,0.00279846870665129,3.0097533949788e-07,4.0704796789331e-08,"Tb927.11.6340","PUB domain containing protein, putative","N/A"
"Tb927.7.2190",0.000210278951149263,1.22151602666554,0.163,0.051,1,2.03630031643325e-08,0.720809674618632,0.388,0.206,0.000189335203421963,0.000210278951149263,4.07260059140129e-08,"Tb927.7.2190","translocon-associated protein (TRAP), alpha subunit, putative","N/A"
"Tb927.10.6800",2.32188860282508e-08,4.72244680813194,0.178,0.02,0.000215889202290676,1.00329482792311e-07,0.656251639556019,0.212,0.089,0.000932863531002907,1.00329482792311e-07,4.64377715173847e-08,"Tb927.10.6800","developmentally regulated GTP-binding protein, putative","N/A"
"Tb927.11.3460",2.45046224635718e-08,3.72116686046775,0.193,0.028,0.000227843979666291,1.12078431297155e-07,0.527519360265171,0.206,0.085,0.00104210525420095,1.12078431297155e-07,4.9009244326667e-08,"Tb927.11.3460","hypothetical protein, conserved","N/A"
"Tb927.10.16120",2.65290831126372e-06,0.401787053948039,0.274,0.091,0.02466674147813,2.6871517433555e-08,0.791198494633209,0.306,0.146,0.000249851369097194,2.65290831126372e-06,5.37430341450315e-08,"Tb927.10.16120","inosine-5'-monophosphate dehydrogenase","IMPDH1"
"Tb927.11.9630",1.42285506635407e-06,0.358118817800512,0.156,0.024,0.0132297064069602,2.81723879383304e-08,0.294700892609281,0.141,0.044,0.000261946863050596,1.42285506635407e-06,5.63447750829772e-08,"Tb927.11.9630","Snf7, putative","N/A"
"Tb927.10.1610",0.000149723518726974,0.452180984578057,0.17,0.051,1,2.81980777586697e-08,0.520610780595779,0.194,0.074,0.000262185727000111,0.000149723518726974,5.63961547222076e-08,"Tb927.10.1610","hypothetical protein, conserved","N/A"
"Tb927.9.11870",3.17606340238446e-08,0.698841177368149,0.23,0.043,0.000295310375153707,3.53509577401337e-05,0.357565466286128,0.171,0.08,0.328693205067763,3.53509577401337e-05,6.35212670389512e-08,"Tb927.9.11870","zinc finger protein, putative","N/A"
"Tb927.4.3190",0.000477994554088785,1.05765981790232,0.178,0.063,1,3.51948639743562e-08,0.538748901674892,0.129,0.038,0.000327241845233564,0.000477994554088785,7.03897267100338e-08,"Tb927.4.3190","ubiquitin-conjugating enzyme E2, putative","N/A"
"Tb927.8.2420",3.70962066564263e-08,1.64187793998237,0.185,0.024,0.000344920529491452,1.30817746511971e-06,0.418208499641527,0.112,0.036,0.0121634340706831,1.30817746511971e-06,7.41924119367238e-08,"Tb927.8.2420","hypothetical protein, conserved","N/A"
"Tb927.2.5260",3.96758016759515e-08,1.64557657789713,0.193,0.028,0.000368905603982997,0.000489467422977748,0.328341422123372,0.141,0.069,1,0.000489467422977748,7.93516017777337e-08,"Tb927.2.5260","hypothetical protein, conserved","N/A"
"Tb927.10.14910",6.24731713540201e-08,0.416300747893369,0.259,0.059,0.000580875547249679,5.59936979569575e-06,0.633679346131393,0.241,0.123,0.0520629403603791,5.59936979569575e-06,1.24946338805143e-07,"Tb927.10.14910","Sarcalumenin, putative","N/A"
"Tb927.5.1930",0.000465262003461002,1.37953768005911,0.178,0.063,1,6.36639266137412e-08,0.604148550047459,0.218,0.09,0.000591947189654565,0.000465262003461002,1.27327849174387e-07,"Tb927.5.1930","signal peptidase subunit, putative","N/A"
"Tb927.10.10380",7.36937920278153e-05,1.24280806429554,0.163,0.043,0.685204878274627,6.65971932266601e-08,0.321278694920616,0.147,0.049,0.000619220702621486,7.36937920278153e-05,1.33194382018134e-07,"Tb927.10.10380","ATP-dependent DEAD/H RNA helicase, putative","N/A"
