gene.id,location,product.desc,gene.type,input.id,gene.name
Tb11.1300,"tryp_XI-431h02.p1k:12,138..13,322(+)",hypothetical protein,protein coding,Tb11.1300,N/A
Tb11.1370,"Tb927_11_bin_v5.1:5,130,596..5,134,089(-)","hypothetical protein, conserved",protein coding,Tb11.1370,N/A
Tb11.1380,"Tb927_11_bin_v5.1:5,129,094..5,130,464(-)","hypothetical protein, conserved",protein coding,Tb11.1380,N/A
Tb11.1390,"Tb927_11_bin_v5.1:5,125,257..5,127,128(-)","hypothetical protein, conserved",protein coding,Tb11.1390,N/A
Tb11.1400,"Tb927_11_bin_v5.1:5,121,409..5,123,748(-)","hypothetical protein, conserved (pseudogene)",protein coding,Tb11.1400,N/A
Tb11.1410,"Tb927_11_bin_v5.1:5,118,594..5,121,290(-)","Ring finger domain containing protein, putative",protein coding,Tb11.1410,N/A
Tb11.1420,"tryp_XI-476g10.q2k4126:2,135..20,921(+)",hypothetical protein,protein coding,Tb11.1420,N/A
Tb11.15.0005,"Tb927_11_RH_fork_v5.1:335,671..336,756(-)","hypothetical protein, conserved, degenerate",protein coding,Tb11.15.0005,N/A
Tb11.15.0005b,"Tb927_11_bin_v5.1:1,071,045..1,071,790(+)","hypothetical protein, conserved, degenerate",protein coding,Tb11.15.0005b,N/A
Tb11.15.0007b,"Tb927_11_bin_v5.1:1,065,630..1,067,114(+)","variant surface glycoprotein (VSG), point mutation",protein coding,Tb11.15.0007b,N/A
Tb11.15.0008,"Tb927_11_RH_fork_v5.1:342,291..343,308(-)","expression site-associated gene 3 (ESAG3), degenerate and frameshifted",protein coding,Tb11.15.0008,N/A
Tb11.1780,"Tb927_11_bin_v5.1:5,158,146..5,161,937(-)","retrotransposon hot spot protein 1 (RHS1, pseudogene), putative",protein coding,Tb11.1780,N/A
Tb11.1790,"Tb927_11_bin_v5.1:5,162,851..5,164,960(-)","retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb11.1790,N/A
Tb11.1800,"tryp_XI-976e03.p2kA567:14,512..17,218(-)","retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb11.1800,N/A
Tb11.1810,"tryp_XI-983f02.p1k:12,278..13,042(-)","retrotransposon hot spot (RHS) protein, (pseudogene), putative",protein coding,Tb11.1810,N/A
Tb11.1810b,"Tb927_11_bin_v5.1:778,515..779,279(+)","retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb11.1810b,N/A
Tb11.v5.0115,"Tb927_11_bin_v5.1:12,354..14,521(-)","variant surface protein (VSG), putative",protein coding,Tb11.v5.0115,N/A
Tb11.v5.0118,"Tb927_11_bin_v5.1:24,893..26,455(-)","variant surface protein (VSG), putative",protein coding,Tb11.v5.0118,N/A
Tb11.v5.0132,"Tb927_11_bin_v5.1:82,687..84,490(-)","variant surface protein (VSG), putative",protein coding,Tb11.v5.0132,N/A
Tb11.v5.0133,"Tb927_11_bin_v5.1:85,747..87,159(-)","variant surface protein (VSG), putative",protein coding,Tb11.v5.0133,N/A
Tb11.v5.0147,"Tb927_11_bin_v5.1:132,973..135,851(-)","Calponin homology (CH) domain containing protein, putative",protein coding,Tb11.v5.0147,N/A
Tb11.v5.0148,"Tb927_11_bin_v5.1:136,122..139,777(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0148,N/A
Tb11.v5.0149,"Tb927_11_bin_v5.1:140,066..142,775(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0149,N/A
Tb11.v5.0150,"Tb927_11_bin_v5.1:142,443..147,044(-)",J Biosynthesis Protein 2,protein coding,Tb11.v5.0150,JBP2
Tb11.v5.0151,"Tb927_11_bin_v5.1:147,757..149,187(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0151,N/A
Tb11.v5.0152,"Tb927_11_bin_v5.1:149,312..158,324(-)","ribosomal RNA processing protein 4, putative",protein coding,Tb11.v5.0152,N/A
Tb11.v5.0153,"Tb927_11_bin_v5.1:157,405..160,504(-)","BarP protein, putative",protein coding,Tb11.v5.0153,N/A
Tb11.v5.0154,"Tb927_11_bin_v5.1:160,623..164,185(-)","WD domain, G-beta repeat, putative",protein coding,Tb11.v5.0154,N/A
Tb11.v5.0155,"Tb927_11_bin_v5.1:164,304..166,547(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0155,N/A
Tb11.v5.0156,"Tb927_11_bin_v5.1:168,512..170,429(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0156,N/A
Tb11.v5.0157,"Tb927_11_bin_v5.1:171,143..172,325(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0157,N/A
Tb11.v5.0158,"Tb927_11_bin_v5.1:172,736..174,182(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0158,N/A
Tb11.v5.0159,"Tb927_11_bin_v5.1:174,499..176,172(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0159,N/A
Tb11.v5.0160,"Tb927_11_bin_v5.1:176,436..177,085(-)","cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",protein coding,Tb11.v5.0160,N/A
Tb11.v5.0161,"Tb927_11_bin_v5.1:177,567..178,216(-)","conserved hypothetical protein, putative",protein coding,Tb11.v5.0161,N/A
Tb11.v5.0162,"Tb927_11_bin_v5.1:178,625..179,592(-)",proteasome beta 6 subunit,protein coding,Tb11.v5.0162,N/A
Tb11.v5.0163,"Tb927_11_bin_v5.1:179,692..181,958(-)","HD domain containing protein, putative",protein coding,Tb11.v5.0163,N/A
Tb11.v5.0164,"Tb927_11_bin_v5.1:182,443..182,916(-)","Trm112p-like protein, putative",protein coding,Tb11.v5.0164,N/A
Tb11.v5.0165,"Tb927_11_bin_v5.1:183,097..184,755(-)","kinesin, putative",protein coding,Tb11.v5.0165,N/A
Tb11.v5.0166,"Tb927_11_bin_v5.1:184,951..186,942(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0166,N/A
Tb11.v5.0167,"Tb927_11_bin_v5.1:187,078..188,063(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0167,N/A
Tb11.v5.0168,"Tb927_11_bin_v5.1:189,596..190,618(-)","FHA domain containing protein, putative",protein coding,Tb11.v5.0168,N/A
Tb11.v5.0170,"Tb927_11_bin_v5.1:192,428..197,316(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0170,N/A
Tb11.v5.0171,"Tb927_11_bin_v5.1:198,145..206,429(-)","5'-3' exonuclease XRNA, putative",protein coding,Tb11.v5.0171,N/A
Tb11.v5.0172,"Tb927_11_bin_v5.1:206,852..207,983(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0172,N/A
Tb11.v5.0173,"Tb927_11_bin_v5.1:208,120..212,023(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0173,N/A
Tb11.v5.0174,"Tb927_11_bin_v5.1:211,357..213,193(-)","ribonuclease H1, putative",protein coding,Tb11.v5.0174,N/A
Tb11.v5.0175,"Tb927_11_bin_v5.1:213,863..216,593(-)","oligopeptidase B protein, putative",protein coding,Tb11.v5.0175,N/A
Tb11.v5.0176,"Tb927_11_bin_v5.1:216,747..218,379(-)",NAD(p)-dependent steroid dehydrogenase-like protein,protein coding,Tb11.v5.0176,N/A
Tb11.v5.0177,"Tb927_11_bin_v5.1:218,537..219,973(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0177,N/A
Tb11.v5.0178,"Tb927_11_bin_v5.1:224,813..231,273(+)","glutamine synthetase, putative",protein coding,Tb11.v5.0178,N/A
Tb11.v5.0179,"Tb927_11_bin_v5.1:231,683..232,956(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0179,N/A
Tb11.v5.0180,"Tb927_11_bin_v5.1:233,071..235,654(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0180,N/A
Tb11.v5.0181,"Tb927_11_bin_v5.1:235,793..236,648(+)","60S ribosomal protein L19, putative",protein coding,Tb11.v5.0181,N/A
Tb11.v5.0182,"Tb927_11_bin_v5.1:237,462..238,297(+)","60S ribosomal protein L19, putative",protein coding,Tb11.v5.0182,N/A
Tb11.v5.0183,"Tb927_11_bin_v5.1:238,416..239,644(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0183,N/A
Tb11.v5.0184,"Tb927_11_bin_v5.1:240,019..242,040(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0184,N/A
Tb11.v5.0185,"Tb927_11_bin_v5.1:242,759..246,282(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0185,N/A
Tb11.v5.0186,"Tb927_11_bin_v5.1:246,471..248,713(+)","CLN3 protein, putative",protein coding,Tb11.v5.0186,N/A
Tb11.v5.0187,"Tb927_11_bin_v5.1:249,732..251,931(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0187,N/A
Tb11.v5.0188,"Tb927_11_bin_v5.1:252,089..255,380(+)","ATP-NAD kinase, putative",protein coding,Tb11.v5.0188,N/A
Tb11.v5.0189,"Tb927_11_bin_v5.1:255,491..257,921(+)","condensin complex subunit 2, putative",protein coding,Tb11.v5.0189,N/A
Tb11.v5.0190,"Tb927_11_bin_v5.1:259,579..261,086(-)","protein kinase, putative",protein coding,Tb11.v5.0190,N/A
Tb11.v5.0191,"Tb927_11_bin_v5.1:263,722..265,714(-)","ELMO/CED-12 family, putative",protein coding,Tb11.v5.0191,N/A
Tb11.v5.0192,"Tb927_11_bin_v5.1:266,104..271,081(-)","B-box zinc finger, putative",protein coding,Tb11.v5.0192,N/A
Tb11.v5.0193,"Tb927_11_bin_v5.1:271,699..273,371(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0193,N/A
Tb11.v5.0194,"Tb927_11_bin_v5.1:275,010..279,719(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0194,N/A
Tb11.v5.0195,"Tb927_11_bin_v5.1:280,596..285,281(-)","STAG domain containing protein, putative",protein coding,Tb11.v5.0195,N/A
Tb11.v5.0196,"Tb927_11_bin_v5.1:284,419..287,012(-)","Proteasome subunit A N-terminal signature/Proteasome subunit, putative",protein coding,Tb11.v5.0196,N/A
Tb11.v5.0197,"Tb927_11_bin_v5.1:289,467..292,019(-)","clathrin heavy chain, putative",protein coding,Tb11.v5.0197,N/A
Tb11.v5.0200,"Tb927_11_bin_v5.1:301,593..302,675(-)","proteasome beta 5 subunit, putative",protein coding,Tb11.v5.0200,N/A
Tb11.v5.0201,"Tb927_11_bin_v5.1:303,045..305,136(-)","tRNA pseudouridine synthase A, putative",protein coding,Tb11.v5.0201,N/A
Tb11.v5.0202,"Tb927_11_bin_v5.1:305,512..307,136(-)","Protein of unknown function (DUF2419), putative",protein coding,Tb11.v5.0202,N/A
Tb11.v5.0203,"Tb927_11_bin_v5.1:307,678..309,950(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0203,N/A
Tb11.v5.0204,"Tb927_11_bin_v5.1:310,281..311,095(-)","Peptidase M76 family, putative",protein coding,Tb11.v5.0204,N/A
Tb11.v5.0205,"Tb927_11_bin_v5.1:313,199..314,569(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0205,N/A
Tb11.v5.0206,"Tb927_11_bin_v5.1:315,130..316,304(-)","phosphatidylinositolN-acetylglucosaminyltransferase, putative",protein coding,Tb11.v5.0206,N/A
Tb11.v5.0207,"Tb927_11_bin_v5.1:317,171..325,599(-)","neurobeachin/beige protein, putative",protein coding,Tb11.v5.0207,N/A
Tb11.v5.0208,"Tb927_11_bin_v5.1:325,936..327,405(-)","invariant surface glycoprotein, putative",protein coding,Tb11.v5.0208,N/A
Tb11.v5.0209,"Tb927_11_bin_v5.1:329,763..333,507(-)","Adenylate and Guanylate cyclase catalytic domain containing protein, putative",protein coding,Tb11.v5.0209,N/A
Tb11.v5.0214,"Tb927_11_bin_v5.1:363,385..379,461(+)","retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0214,N/A
Tb11.v5.0215,"Tb927_11_bin_v5.1:379,038..380,716(-)","iron/ascorbate oxidoreductase family protein, putative",protein coding,Tb11.v5.0215,N/A
Tb11.v5.0216,"Tb927_11_bin_v5.1:383,173..384,504(-)","invariant surface glycoprotein, putative",protein coding,Tb11.v5.0216,N/A
Tb11.v5.0218,"Tb927_11_bin_v5.1:390,393..395,333(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0218,N/A
Tb11.v5.0219,"Tb927_11_bin_v5.1:396,116..399,931(+)","methyltransferase, putative",protein coding,Tb11.v5.0219,N/A
Tb11.v5.0220,"Tb927_11_bin_v5.1:400,089..402,692(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0220,N/A
Tb11.v5.0221,"Tb927_11_bin_v5.1:403,113..408,841(+)","transporter, putative",protein coding,Tb11.v5.0221,N/A
Tb11.v5.0222,"Tb927_11_bin_v5.1:409,114..413,068(+)","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial, putative",protein coding,Tb11.v5.0222,N/A
Tb11.v5.0223,"Tb927_11_bin_v5.1:413,283..416,126(+)","BNR repeat-like domain/Concanavalin A-like lectin/glucanases superfamily, putative",protein coding,Tb11.v5.0223,N/A
Tb11.v5.0224,"Tb927_11_bin_v5.1:416,407..418,372(+)","invariant surface glycoprotein, putative",protein coding,Tb11.v5.0224,N/A
Tb11.v5.0225,"Tb927_11_bin_v5.1:418,557..419,814(+)","invariant surface glycoprotein, putative",protein coding,Tb11.v5.0225,N/A
Tb11.v5.0226,"Tb927_11_bin_v5.1:420,101..422,760(+)","invariant surface glycoprotein, putative",protein coding,Tb11.v5.0226,N/A
Tb11.v5.0227,"Tb927_11_bin_v5.1:421,720..427,242(-)","75 kDa invariant surface glycoprotein, putative",protein coding,Tb11.v5.0227,N/A
Tb11.v5.0228,"Tb927_11_bin_v5.1:427,361..430,708(-)","75 kDa invariant surface glycoprotein, putative",protein coding,Tb11.v5.0228,N/A
Tb11.v5.0229,"Tb927_11_bin_v5.1:438,071..440,137(+)","75 kDa invariant surface glycoprotein, putative",protein coding,Tb11.v5.0229,N/A
Tb11.v5.0230,"Tb927_11_bin_v5.1:440,265..442,314(+)","75 kDa invariant surface glycoprotein, putative",protein coding,Tb11.v5.0230,N/A
Tb11.v5.0231,"Tb927_11_bin_v5.1:442,433..444,468(+)","75 kDa invariant surface glycoprotein, putative",protein coding,Tb11.v5.0231,N/A
Tb11.v5.0232,"Tb927_11_bin_v5.1:448,777..451,505(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0232,N/A
Tb11.v5.0233,"Tb927_11_bin_v5.1:451,637..459,577(-)","cyclic nucleotide-binding domain containing protein, putative",protein coding,Tb11.v5.0233,N/A
Tb11.v5.0234,"Tb927_11_bin_v5.1:459,849..461,177(-)","ADP-ribosylation factor-like protein, putative",protein coding,Tb11.v5.0234,N/A
Tb11.v5.0235,"Tb927_11_bin_v5.1:461,733..463,341(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0235,N/A
Tb11.v5.0236,"Tb927_11_bin_v5.1:463,512..465,417(-)","transcription factor Tfb2, putative",protein coding,Tb11.v5.0236,N/A
Tb11.v5.0237,"Tb927_11_bin_v5.1:465,653..468,571(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0237,N/A
Tb11.v5.0238,"Tb927_11_bin_v5.1:468,542..472,453(-)","Kinesin associated protein, putative",protein coding,Tb11.v5.0238,N/A
Tb11.v5.0239,"Tb927_11_bin_v5.1:473,863..476,839(-)","TPR-repeat-containing chaperone protein DNAJ, putative",protein coding,Tb11.v5.0239,N/A
Tb11.v5.0240,"Tb927_11_bin_v5.1:476,955..480,193(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0240,N/A
Tb11.v5.0241,"Tb927_11_bin_v5.1:480,673..482,433(-)","dynein heavy chain, putative",protein coding,Tb11.v5.0241,N/A
Tb11.v5.0242,"Tb927_11_bin_v5.1:482,755..493,157(-)","dynein heavy chain, putative",protein coding,Tb11.v5.0242,N/A
Tb11.v5.0243,"Tb927_11_bin_v5.1:494,123..494,597(-)","40S ribosomal protein S18, putative",protein coding,Tb11.v5.0243,N/A
Tb11.v5.0244,"Tb927_11_bin_v5.1:495,447..497,435(-)","RNA-editing complex protein, putative",protein coding,Tb11.v5.0244,N/A
Tb11.v5.0245,"Tb927_11_bin_v5.1:497,692..501,862(-)","protein kinase, putative",protein coding,Tb11.v5.0245,N/A
Tb11.v5.0246,"Tb927_11_bin_v5.1:502,169..502,951(-)","eukaryotic translation initiation factor 6, putative",protein coding,Tb11.v5.0246,N/A
Tb11.v5.0247,"Tb927_11_bin_v5.1:503,282..504,234(-)","HIRA-interacting protein 5, putative",protein coding,Tb11.v5.0247,N/A
Tb11.v5.0248,"Tb927_11_bin_v5.1:504,516..507,190(-)","pre-mRNA splicing factor ATP-dependent RNA helicase, putative",protein coding,Tb11.v5.0248,N/A
Tb11.v5.0249,"Tb927_11_bin_v5.1:507,350..509,247(-)","protein kinase, putative",protein coding,Tb11.v5.0249,N/A
Tb11.v5.0250,"Tb927_11_bin_v5.1:510,236..511,857(-)","C2 domain containing protein, putative",protein coding,Tb11.v5.0250,N/A
Tb11.v5.0251,"Tb927_11_bin_v5.1:512,015..514,125(-)","phosphatase, putative",protein coding,Tb11.v5.0251,N/A
Tb11.v5.0252,"Tb927_11_bin_v5.1:514,259..515,439(-)","RNA binding protein, putative",protein coding,Tb11.v5.0252,N/A
Tb11.v5.0253,"Tb927_11_bin_v5.1:516,103..517,820(-)","major facilitator superfamily, putative",protein coding,Tb11.v5.0253,N/A
Tb11.v5.0254,"Tb927_11_bin_v5.1:517,965..523,711(-)","pantothenate kinase subunit, putative",protein coding,Tb11.v5.0254,N/A
Tb11.v5.0255,"Tb927_11_bin_v5.1:524,469..524,891(-)","DNA-directed RNA polymerase II, subunit 9, putative",protein coding,Tb11.v5.0255,N/A
Tb11.v5.0256,"Tb927_11_bin_v5.1:525,075..526,225(-)","proteasome beta 3 subunit, putative",protein coding,Tb11.v5.0256,N/A
Tb11.v5.0257,"Tb927_11_bin_v5.1:528,187..529,787(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0257,N/A
Tb11.v5.0258,"Tb927_11_bin_v5.1:530,118..531,649(-)","Sperm tail/Sperm tail C-terminal domain containing protein, putative",protein coding,Tb11.v5.0258,N/A
Tb11.v5.0259,"Tb927_11_bin_v5.1:531,756..533,764(-)","DHHC palmitoyltransferase, putative",protein coding,Tb11.v5.0259,N/A
Tb11.v5.0260,"Tb927_11_bin_v5.1:538,070..541,929(-)","neurobeachin/beige protein, putative",protein coding,Tb11.v5.0260,N/A
Tb11.v5.0261,"Tb927_11_bin_v5.1:542,272..543,160(-)","adenosine 5'-monophosphoramidase, putative",protein coding,Tb11.v5.0261,N/A
Tb11.v5.0262,"Tb927_11_bin_v5.1:543,508..548,682(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0262,N/A
Tb11.v5.0263,"Tb927_11_bin_v5.1:550,173..551,915(-)","PX domain containing protein, putative",protein coding,Tb11.v5.0263,N/A
Tb11.v5.0264,"Tb927_11_bin_v5.1:552,045..553,743(-)","Domain of unknown function (DUF4201), putative",protein coding,Tb11.v5.0264,N/A
Tb11.v5.0265,"Tb927_11_bin_v5.1:554,514..555,830(-)","Thioredoxin-like, putative",protein coding,Tb11.v5.0265,N/A
Tb11.v5.0266,"Tb927_11_bin_v5.1:555,978..558,709(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0266,N/A
Tb11.v5.0267,"Tb927_11_bin_v5.1:558,927..560,129(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0267,N/A
Tb11.v5.0268,"Tb927_11_bin_v5.1:560,520..561,161(-)","60S ribosomal protein-like, putative",protein coding,Tb11.v5.0268,N/A
Tb11.v5.0269,"Tb927_11_bin_v5.1:561,267..563,195(-)","histone acetyltransferase, putative",protein coding,Tb11.v5.0269,N/A
Tb11.v5.0270,"Tb927_11_bin_v5.1:565,625..566,732(-)","nucleoside hydrolase, putative",protein coding,Tb11.v5.0270,N/A
Tb11.v5.0271,"Tb927_11_bin_v5.1:571,132..572,534(+)","trypanin, putative",protein coding,Tb11.v5.0271,N/A
Tb11.v5.0272,"Tb927_11_bin_v5.1:573,025..574,736(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0272,N/A
Tb11.v5.0273,"Tb927_11_bin_v5.1:574,868..579,846(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0273,N/A
Tb11.v5.0274,"Tb927_11_bin_v5.1:581,019..582,931(+)","CBF/Mak21 family, putative",protein coding,Tb11.v5.0274,N/A
Tb11.v5.0275,"Tb927_11_bin_v5.1:583,365..586,159(+)","major vault protein, putative",protein coding,Tb11.v5.0275,N/A
Tb11.v5.0276,"Tb927_11_bin_v5.1:586,406..587,987(+)","Ribosomal protein S5, C-terminal domain containing protein, putative",protein coding,Tb11.v5.0276,N/A
Tb11.v5.0277,"Tb927_11_bin_v5.1:588,134..589,718(+)","ATP-dependent DEAD/H RNA helicase, putative",protein coding,Tb11.v5.0277,N/A
Tb11.v5.0279,"Tb927_11_bin_v5.1:591,420..593,723(+)","ATP-dependent DEAD/H RNA helicase, putative",protein coding,Tb11.v5.0279,N/A
Tb11.v5.0280,"Tb927_11_bin_v5.1:593,922..596,318(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0280,N/A
Tb11.v5.0281,"Tb927_11_bin_v5.1:600,274..603,931(-)","receptor-type adenylate cyclase GRESAG 4, putative",protein coding,Tb11.v5.0281,N/A
Tb11.v5.0282,"Tb927_11_bin_v5.1:612,557..614,126(+)","expression site-associated gene (ESAG) protein, putative",protein coding,Tb11.v5.0282,N/A
Tb11.v5.0288,"Tb927_11_bin_v5.1:742,628..750,424(+)","ribonucleoside-diphosphate reductase small chain, putative",protein coding,Tb11.v5.0288,N/A
Tb11.v5.0289,"Tb927_11_bin_v5.1:750,659..757,129(+)","ubiquitin ligase, putative",protein coding,Tb11.v5.0289,N/A
Tb11.v5.0290,"Tb927_11_bin_v5.1:756,841..758,574(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0290,N/A
Tb11.v5.0291,"Tb927_11_bin_v5.1:758,885..760,011(+)","cleavage and polyadenylation specificity factor 30 kDa subunit, putative",protein coding,Tb11.v5.0291,N/A
Tb11.v5.0292,"Tb927_11_bin_v5.1:760,168..762,034(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0292,N/A
Tb11.v5.0294,"Tb927_11_bin_v5.1:779,674..787,264(+)","retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0294,N/A
Tb11.v5.0295,"Tb927_11_bin_v5.1:787,315..791,854(+)","retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0295,N/A
Tb11.v5.0301,"Tb927_11_bin_v5.1:817,499..819,794(+)","glycerol uptake protein, putative",protein coding,Tb11.v5.0301,N/A
Tb11.v5.0302,"Tb927_11_bin_v5.1:820,635..822,516(+)","hypothetical protein, conserved",protein coding,Tb11.v5.0302,N/A
Tb11.v5.0303,"Tb927_11_bin_v5.1:822,954..824,428(+)","pdz domain containing protein, putative",protein coding,Tb11.v5.0303,N/A
Tb11.v5.0304,"Tb927_11_bin_v5.1:825,062..826,490(+)","cation transporter, putative",protein coding,Tb11.v5.0304,N/A
Tb11.v5.0305,"Tb927_11_bin_v5.1:826,943..829,705(+)","TFIID-like protein, putative",protein coding,Tb11.v5.0305,N/A
Tb11.v5.0306,"Tb927_11_bin_v5.1:828,253..833,699(+)","Triglyceride lipase, putative",protein coding,Tb11.v5.0306,N/A
Tb11.v5.0307,"Tb927_11_bin_v5.1:833,150..836,851(+)","THT1 - hexose transporter, putative",protein coding,Tb11.v5.0307,N/A
Tb11.v5.0308,"Tb927_11_bin_v5.1:836,962..839,240(+)","THT1 - hexose transporter, putative",protein coding,Tb11.v5.0308,N/A
Tb11.v5.0309,"Tb927_11_bin_v5.1:839,351..841,491(+)","THT1 - hexose transporter, putative",protein coding,Tb11.v5.0309,N/A
Tb11.v5.0310,"Tb927_11_bin_v5.1:841,740..843,879(+)","THT1 - hexose transporter, putative",protein coding,Tb11.v5.0310,N/A
Tb11.v5.0315,"Tb927_11_bin_v5.1:861,265..864,384(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0315,N/A
Tb11.v5.0317,"Tb927_11_bin_v5.1:887,425..889,210(-)","hypothetical protein, conserved",protein coding,Tb11.v5.0317,N/A
Tb11.v5.0325,"Tb927_11_bin_v5.1:911,597..912,591(+)","retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0325,N/A
Tb11.v5.0326,"Tb927_11_bin_v5.1:912,792..913,700(+)","retrotransposon hot spot (RHS) protein, putative",protein coding,Tb11.v5.0326,N/A
